주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
387-1-000025,옥포5,공영,노상,경상남도 거제시 옥포로6길11-1,경상남도 거제시 옥포동 158,20,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.890247,128.6951391,2021-03-26,5370000,경상남도 거제시
387-1-000026,옥포6,공영,노상,경상남도 거제시 옥포로4길11,경상남도 거제시 옥포동 1964,15,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8901483,128.6956468,2021-03-26,5370000,경상남도 거제시
387-1-000027,옥포7,공영,노상,경상남도 거제시 옥포로2길 7,경상남도 거제시 옥포동 1980,17,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8901483,128.6961964,2021-03-26,5370000,경상남도 거제시
387-1-000028,옥포8,공영,노상,경상남도 거제시 옥포로181,경상남도 거제시 옥포동 547-20,14,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8906205,128.6916269,2021-03-26,5370000,경상남도 거제시
387-1-000029,옥포9,공영,노상,경상남도 거제시 옥포로209,경상남도 거제시 옥포동 536-14,22,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.892222,128.6912552,2021-03-26,5370000,경상남도 거제시
387-1-000030,옥포10,공영,노상,경상남도 거제시 옥포성안로33,경상남도 거제시 옥포동 553-41,28,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.888521,128.6938358,2021-03-26,5370000,경상남도 거제시
387-1-000031,옥포11,공영,노상,경상남도 거제시 옥포성안로63,경상남도 거제시 옥포동 574-14,21,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8917497,128.6945686,2021-03-26,5370000,경상남도 거제시
387-1-000032,옥포12,공영,노상,경상남도 거제시 옥포성안로54,경상남도 거제시 옥포동 145-7,15,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8909726,128.694511,2021-03-26,5370000,경상남도 거제시
387-1-000033,옥포13,공영,노상,경상남도 거제시 옥포성안로72,경상남도 거제시 옥포동 574-5,17,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8928831,128.6947518,2021-03-26,5370000,경상남도 거제시
387-1-000034,옥포14,공영,노상,경상남도 거제시 옥포중앙로 35,경상남도 거제시 옥포동 503-7,16,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8936903,128.6917002,2021-03-26,5370000,경상남도 거제시
387-1-000035,장평1,공영,노상,경상남도 거제시 장평1로134,경상남도 거제시 장평동 614-7,22,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8922402,128.6058279,2021-03-26,5370000,경상남도 거제시
387-1-000036,장평2,공영,노상,경상남도 거제시 장평로69,경상남도 거제시 장평동 234-2,24,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8911995,128.610306,2021-03-26,5370000,경상남도 거제시
387-1-000037,장평3,공영,노상,경상남도 거제시 장평로55,경상남도 거제시 장평동 45-1,11,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8910895,128.6118295,2021-03-26,5370000,경상남도 거제시
387-1-000038,장평4,공영,노상,경상남도 거제시 장평로49,경상남도 거제시 장평동 45-6,16,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8912347,128.6124625,2021-03-26,5370000,경상남도 거제시
387-1-000039,장평5,공영,노상,경상남도 거제시 장평로16-1,경상남도 거제시 장평동 31-22,12,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,30,500,,,,현금,"장애인, 국가유공자, 경차, 수급자, 친환경자동차, 다누리카드소지자, 만65세이상 경로운전자 등 50 경감",경상남도 거제시청,055-639-4565,34.8915691,128.6159708,2021-03-26,5370000,경상남도 거제시
343-1-000006,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 280,전라남도 완도군 완도읍 군내리 308-19(김학주치과),20,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.3147222319,126.7551790699,2019-10-07,4990000,전라남도 완도군
343-1-000007,완도군 공용주차장,공영,노상,전라남도 완도군 완도읍 장보고대로 284,전라남도 완도군 완도읍 군내리 308-19(도미약국),18,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,전라남도 완도군청,061-550-5582,34.3145863786,126.7557661457,2019-10-07,4990000,전라남도 완도군
156-1-000030,대림어린이공원 인근,공영,노상,대구광역시 달서구 와룡로46길 22-1,대구광역시 달서구 죽전동 253-1,16,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.85223055,128.5387275985,2021-03-19,3470000,대구광역시 달서구
156-1-000031,동우상가아파트 인근,공영,노상,대구광역시 달서구 죽전1길 82,대구광역시 달서구 죽전동 251,12,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.85262612,128.5392595,2021-03-19,3470000,대구광역시 달서구
156-1-000032,동화로즈빌아파트 인근,공영,노상,대구광역시 달서구 죽전1길 82,대구광역시 달서구 죽전동 251,11,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.85262612,128.5392595,2021-03-19,3470000,대구광역시 달서구
156-1-000033,동흥하우젠트 인근,공영,노상,대구광역시 달서구 와룡로13길 77,대구광역시 달서구 본리동 1150,2,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8378306865,128.5324017206,2021-03-19,3470000,대구광역시 달서구
156-1-000034,무지개빌라트 인근,공영,노상,대구광역시 달서구 대명천로12안길 48,대구광역시 달서구 성당동 203-10,6,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8396143148,128.5561069,2021-03-19,3470000,대구광역시 달서구
156-1-000035,방송통신중학교 인근,공영,노상,대구광역시 달서구 야외음악당로 42,대구광역시 달서구 성당동 434-1,6,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.84137518,128.5536181,2021-03-19,3470000,대구광역시 달서구
156-1-000036,본리롯데캐슬1차아파트 인근,공영,노상,대구광역시 달서구 대명천로 101,대구광역시 달서구 본리동 1150,11,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8390320595,128.5471930427,2021-03-19,3470000,대구광역시 달서구
156-1-000037,삼정그린빌아파트 인근,공영,노상,대구광역시 달서구 야외음악당로39길 54,대구광역시 달서구 두류동 1298,29,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8541483249,128.5543575751,2021-03-19,3470000,대구광역시 달서구
156-1-000038,상인성지한서아파트 인근,공영,노상,대구광역시 달서구 상화북로 195,대구광역시 달서구 상인동 1522,5,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.81403444,128.546529,2021-03-19,3470000,대구광역시 달서구
156-1-000039,상인중학교 인근,공영,노상,대구광역시 달서구 상인로 34,대구광역시 달서구 상인동 1560,36,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시청,053-803-4885,35.8113553335,128.5501219040,2021-03-19,3470000,대구광역시 달서구
156-1-000040,상인평강맨션 인근,공영,노상,대구광역시 달서구 상인서로 3,대구광역시 달서구 상인동 1557,18,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시청,053-803-4885,35.8113905,128.5471573,2021-03-19,3470000,대구광역시 달서구
156-1-000041,상화로35길 인근,공영,노상,대구광역시 달서구 월배로 95-17,대구광역시 달서구 진천동 576-20,2,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.81474685,128.5242074,2021-03-19,3470000,대구광역시 달서구
156-1-000042,상화북로 인근,공영,노상,대구광역시 달서구 상화북로 80,대구광역시 달서구 상인동 1477-1,26,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8114985771,128.5349165067,2021-03-19,3470000,대구광역시 달서구
156-1-000043,서당로인근,공영,노상,대구광역시 달서구 서당로 27,대구광역시 달서구 신당동 1812-3,25,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시청,053-803-4885,35.8542720038,128.4954174,2021-03-19,3470000,대구광역시 달서구
156-1-000044,선원로인근,공영,노상,대구광역시 달서구 선원로 100,대구광역시 달서구 이곡동 1188,64,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시청,053-803-4885,35.8576060738,128.5038436336,2021-03-19,3470000,대구광역시 달서구
156-1-000045,성당더샵아파트 인근,공영,노상,대구광역시 달서구 장기로 115,대구광역시 달서구 성당동 834,19,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.84314371,128.5473095,2021-03-19,3470000,대구광역시 달서구
156-1-000046,성당제림하이츠아파트 인근,공영,노상,대구광역시 달서구 당산로30길 12,대구광역시 달서구 성당동 750-33,16,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8490287121,128.5475723163,2021-03-19,3470000,대구광역시 달서구
156-1-000047,성서공단남로23길 인근,공영,노상,대구광역시 달서구 성서공단남로23길 14,대구광역시 달서구 월암동 1-36,4,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8316096400,128.5053106947,2021-03-19,3470000,대구광역시 달서구
395-2-000013,시천면사무소,공영,노외,,경상남도 산청군 시천면 사리 762-7,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상남도 산청군청,055-970-7345,35.2784099614,127.840525,2021-03-18,5450000,경상남도 산청군
179-2-000020,송정매일시장 상가주차타워,공영,노외,광주광역시 광산구 내상로 10,광주광역시 광산구 송정동 792-8,212,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,30,200,15,100,9,6400,70000,신용카드,전통시장 이용객 1시간 무료,광산구 시설관리공단,062-960-9916,35.14043727,126.7949565,2021-03-29,3630000,광주광역시 광산구
179-2-000021,1913송정역시장 공영주차장,공영,노외,광주광역시 광산구 송정로 14,광주광역시 광산구 송정동 857-1,107,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,30,200,15,100,9,6400,70000,신용카드,전통시장 이용객 1시간 무료,광산구 시설관리공단,062-960-9916,35.13661218,126.7926881,2021-03-29,3630000,광주광역시 광산구
179-2-000019,송정5일시장 공영주차장,공영,노외,광주광역시 광산구 광산로30번길 80,광주광역시 광산구 송정동 231-3,168,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,30,200,15,100,9,6400,70000,신용카드,전통시장 이용객 1시간 무료,광산구 시설관리공단,062-960-9916,35.13622744,126.7977313,2021-03-29,3630000,광주광역시 광산구
179-2-000009,월곡시장 주차타워,공영,노외,광주광역시 광산구 월곡중앙로 59-21,광주광역시 광산구 월곡동 687-2,88,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,혼합,30,200,15,100,9,6400,70000,신용카드,전통시장 이용객 1시간 무료,광산구 시설관리공단,062-960-9916,35.17166797,126.8096959,2021-03-29,3630000,광주광역시 광산구
156-1-000014,군인아파트서편인근,공영,노상,대구광역시 달서구 와룡로51길 41,대구광역시 달서구 죽전동 399,4,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.85525375,128.534967,2021-03-19,3470000,대구광역시 달서구
156-1-000015,군인아파트인근,공영,노상,대구광역시 달서구 와룡로51길 41,대구광역시 달서구 죽전동 399,22,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.85525018,128.5349705,2021-03-19,3470000,대구광역시 달서구
156-1-000016,궁전빌라 인근,공영,노상,대구광역시 달서구 대명천로11길 30,대구광역시 달서구 성당동 264-6,7,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8376809611,128.5547437,2021-03-19,3470000,대구광역시 달서구
156-1-000017,기아자동차 인근,공영,노상,대구광역시 달서구 구마로 131,대구광역시 달서구 본리동 306-5,8,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시청,053-803-4885,35.83763075,128.5420068,2021-03-19,3470000,대구광역시 달서구
156-1-000018,달구벌대로307길 인근,공영,노상,대구광역시 달서구 와룡로45길 46,대구광역시 달서구 죽전동 395,4,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8532283035,128.5345945051,2021-03-19,3470000,대구광역시 달서구
156-1-000019,달구벌대로307길인근,공영,노상,대구광역시 달서구 달구벌대로307길 77,대구광역시 달서구 죽전동 402-11,2,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.85353151,128.5343279,2021-03-19,3470000,대구광역시 달서구
156-1-000020,달서대로(공영),공영,노상,대구광역시 달서구 달서대로 467,대구광역시 달서구 호산동 721,132,3,미시행,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,30,200,10,100,3.5,2000,20000,현금,"경차60퍼센트할인, 장애인2시간면제 50퍼센트할인, 하이브리드1600cc이하 50퍼센트할인, 아이조아50퍼센트 할인",대구광역시청,053-603-1195,35.8410545240,128.4911818912,2021-03-19,3470000,대구광역시 달서구
156-1-000021,달서대로64길 인근,공영,노상,대구광역시 달서구 성서서로 26,대구광역시 달서구 대천동 652,28,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8273066927,128.5003888564,2021-03-19,3470000,대구광역시 달서구
156-1-000022,달서대로88길인근,공영,노상,대구광역시 달서구 성서공단로21길 26,대구광역시 달서구 갈산동 358-36,23,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.83764871,128.4947594,2021-03-19,3470000,대구광역시 달서구
156-1-000023,달서대로94길인근,공영,노상,대구광역시 달서구 성서공단로21길 57,대구광역시 달서구 갈산동 358,11,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.84018021,128.493997,2021-03-19,3470000,대구광역시 달서구
156-1-000024,달서시영아파트 인근,공영,노상,대구광역시 달서구 장기로 116,대구광역시 달서구 성당동 726-1,20,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.84360794,128.5483958,2021-03-19,3470000,대구광역시 달서구
156-1-000025,대경아파트 인근,공영,노상,대구광역시 달서구 성당로 137,대구광역시 달서구 성당동 151-1,17,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.8473928108,128.5669024003,2021-03-19,3470000,대구광역시 달서구
156-1-000026,대구광역시종합복지회관 인근,공영,노상,대구광역시 달서구 성당로 187,대구광역시 달서구 성당동 72-10,21,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시 달서구청,053-667-3092,35.84972658,128.5698397,2021-03-19,3470000,대구광역시 달서구
156-1-000027,대구남부초등학교 인근,공영,노상,대구광역시 달서구 야외음악당로15길 46,대구광역시 달서구 성당동 660,61,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시청,053-803-4885,35.84443849,128.5499641,2021-03-19,3470000,대구광역시 달서구
156-1-000028,대구지방검찰청 서부지청인근,공영,노상,대구광역시 달서구 장산남로 40,대구광역시 달서구 용산동 230-32,13,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시청,053-803-4885,35.85288209,128.5262857,2021-03-19,3470000,대구광역시 달서구
156-1-000029,대구지방법원 서부지청인근,공영,노상,대구광역시 달서구 장산남로 30,대구광역시 달서구 용산동 230,35,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,,대구광역시청,053-803-4885,35.85306572,128.5275712,2021-03-19,3470000,대구광역시 달서구
150-4-000160,제일유료주차장,민영,노외,대구광역시 중구 명륜로23길 97(남산동),대구광역시 중구 남산동 912-2,26,1,미시행,평일+토요일,01:30,22:00,01:30,22:00,00:00,00:00,유료,30,1000,30,1000,,,,현금,,제일유료주차장,053-423-8537,35.8642811907,128.5946172420,2019-06-21,3410000,대구광역시 중구
150-4-000161,정호유료주차장,민영,노외,대구광역시 중구 동성로4길 93(공평동),대구광역시 중구 공평동 66,11,1,미시행,평일+토요일,08:00,22:00,08:00,22:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 1,900원",정호유료주차장,053-123-4567,35.8689642184,128.5994451691,2019-06-21,3410000,대구광역시 중구
150-4-000162,동인2가유료주차장,민영,노외,대구광역시 중구 국채보상로140길 4(동인동2가),대구광역시 중구 동인동2가 221-2,8,1,미시행,평일+토요일,07:00,20:30,07:00,20:30,00:00,00:00,유료,30,1000,30,1000,,7000,,현금,,동인2가유료주차장,053-255-5157,35.8686384033,128.6063027862,2019-06-21,3410000,대구광역시 중구
150-4-000163,시민유료주차장,민영,노외,대구광역시 중구 북성로 103(북성로1가),대구광역시 중구 북성로1가 21-6,63,1,미시행,평일+토요일,08:00,18:00,08:00,18:00,00:00,00:00,유료,30,1000,30,1000,,,,현금,,시민유료주차장,053-252-4957,35.8745964804,128.5936060497,2019-06-21,3410000,대구광역시 중구
150-4-000164,가창유료주차장,민영,노외,대구광역시 중구 경상감영길 290,대구광역시 중구 동인동2가 62-6,27,1,미시행,평일+토요일,08:20,21:00,08:20,21:00,00:00,00:00,유료,30,1000,30,1000,,,,현금,"1시간 1,500원",가창유료주차장,053-425-0606,35.8707000716,128.603078,2019-06-21,3410000,대구광역시 중구
150-4-000165,현대유료주차장,민영,노외,대구광역시 중구 동성로12길 53(문화동),대구광역시 중구 문화동 10-29,50,1,미시행,평일+토요일,09:30,22:30,09:30,22:30,00:00,00:00,유료,30,1000,30,1000,,,,현금,,현대유료주차장,053-426-6336,35.8712345839,128.5986715092,2019-06-21,3410000,대구광역시 중구
150-4-000166,삼덕유료주차장,민영,노외,대구광역시 중구 공평로8길 46,대구광역시 중구 삼덕동2가 106-11,10,1,미시행,평일+토요일,09:00,22:00,09:00,22:00,00:00,00:00,유료,30,1000,30,1000,,,,현금,,삼덕유료주차장,053-123-4567,35.866317,128.602434,2019-06-21,3410000,대구광역시 중구
150-4-000167,호성유료주차장,민영,노외,대구광역시 중구 태평로28길 24(태평로2가),대구광역시 중구 태평로2가 19,20,1,미시행,평일+토요일,07:00,18:00,07:00,18:00,00:00,00:00,유료,30,1000,30,500,,,,현금,,호성유료주차장,053-255-5860,35.8745539638,128.591605,2019-06-21,3410000,대구광역시 중구
150-4-000168,미성유료주차장,민영,노외,대구광역시 중구 중앙대로 391,대구광역시 중구 동성로3가 8,75,1,미시행,평일+토요일,07:00,22:00,07:00,22:00,00:00,00:00,유료,60,1500,60,1500,,,,현금,,미성유료주차장,053-123-4567,35.8679826899,128.5930174550,2019-06-21,3410000,대구광역시 중구
150-4-000169,현대유료주차장,민영,노외,대구광역시 중구 공평로 26-7(삼덕동2가),대구광역시 중구 삼덕동2가 140-12,15,1,미시행,평일+토요일,08:00,22:00,08:00,22:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 1,500원",현대유료주차장,053-123-4567,35.8663236850,128.6004061919,2019-06-21,3410000,대구광역시 중구
150-4-000170,경북유료주차장,민영,노외,대구광역시 중구 동덕로 109,대구광역시 중구 삼덕동2가 208-4,20,1,미시행,평일+토요일,08:00,18:00,08:00,18:00,00:00,00:00,유료,60,1500,60,1500,,,,현금,,경북유료주차장,053-123-4567,35.864538,128.602642,2019-06-21,3410000,대구광역시 중구
150-4-000171,경일유료주차장,민영,노외,대구광역시 중구 대봉로 194-15,대구광역시 중구 대봉동 188-6,8,1,미시행,평일+토요일,10:00,18:00,10:00,18:00,00:00,00:00,유료,30,1000,,,,,,현금,"2시간 2,000원",경일유료주차장,053-123-4567,35.8559969009,128.6030854835,2019-06-21,3410000,대구광역시 중구
183-1-000010,대동복개도로(대동시장길),공영,노상,대전광역시 동구 대동복개천,대전광역시 동구 대동복개천(새들뫼@ 앞길),10,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,,,2019-03-07,6300000,대전광역시
179-2-000051,하남3지구 주차장13,공영,노외,광주광역시 광산구 하남동 932,광주광역시 광산구 하남동 932,12,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,광산구 시설관리공단,062-960-9916,35.1832178,126.7960972,2021-03-29,3630000,광주광역시 광산구
179-2-000052,하남3지구 주차장14,공영,노외,광주광역시 광산구 흑석동 673,광주광역시 광산구 흑석동 673,7,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,광산구 시설관리공단,062-960-9916,35.18245747,126.8006736,2021-03-29,3630000,광주광역시 광산구
179-2-000053,광주송정역뒤 공영주차장,공영,노외,광주광역시 광산구 송정동 1007-4,광주광역시 광산구 송정동 1007-4,52,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,광산구 시설관리공단,062-960-9916,35.13708864,126.7885636,2021-03-29,3630000,광주광역시 광산구
307-2-000093,조촌동 5,공영,노외,전라북도 군산시 조촌5길 32 (조촌동 ),전라북도 군산시 조촌동 842-3,40,기타,미시행,평일+토요일+공휴일,12:00,12:00,12:00,12:00,12:00,12:00,무료,24,0,,,,,,,,전라북도 군산시청,063-454-3812,35.9730539,126.7366933,2021-02-17,4670000,전라북도 군산시
307-2-000094,조촌동 6,공영,노외,전라북도 군산시 조촌3길 28 (조촌동 ),전라북도 군산시 조촌동 865-5,54,기타,미시행,평일+토요일+공휴일,12:00,12:00,12:00,12:00,12:00,12:00,무료,24,0,,,,,,,,전라북도 군산시청,063-454-3812,35.968632,126.735523,2021-02-17,4670000,전라북도 군산시
307-2-000095,조촌동 7,공영,노외,전라북도 군산시 조촌4길 25 (조촌동 ),전라북도 군산시 조촌동 865-3,25,기타,미시행,평일+토요일+공휴일,12:00,12:00,12:00,12:00,12:00,12:00,무료,24,0,,,,,,,,전라북도 군산시청,063-454-3812,35.9687007,126.735766,2021-02-17,4670000,전라북도 군산시
